"Address","Zip","2016-2020","2021-2025","change","perct_change"
"1014 LOOBY CIR",37208,0,1,1,NA
"1014 MAXWELL AVE",37206,0,1,1,NA
"1014 ZERMATT AVE",37211,0,1,1,NA
"1015 SCOVEL ST",37208,1,2,1,100
"1015 W KIRKLAND AVE",37216,0,1,1,NA
"1016 16TH AVE S",37212,0,1,1,NA
"1016 18TH AVE S",37212,1,2,1,100
"1016 SAXONY LAKE DR",37013,0,1,1,NA
"1017 BLUE MOUNTAIN LN",37013,0,1,1,NA
"1017 FITZPATRICK RD",37214,0,1,1,NA
"1018 LISCHEY AVE",37207,0,1,1,NA
"1018 N 5TH ST",37207,0,1,1,NA
"1019 COLLEGE AVE",37209,0,1,1,NA
"1019 GALLATIN PIKE S",37115,0,1,1,NA
"1019 MANSFIELD ST",37206,0,1,1,NA
"102 CEDAR POINTE PKWY",37013,0,1,1,NA
"102 COVENTRY WOODS DR",37115,0,1,1,NA
"102 ELMORE AVE",37115,0,1,1,NA
"102 HAMBLEN AVE",37138,0,1,1,NA
"102 HICKORY ST",37115,0,1,1,NA
"102 ORCHARD DR",37138,0,1,1,NA
"102 VINE LN",37072,0,1,1,NA
"1020 LISCHEY AVE",37207,1,2,1,100
"1020 LISCHEY PL",37207,0,1,1,NA
"1020 MERIDIAN ST",37207,0,1,1,NA
"1020 THOMPSON PL",37217,0,1,1,NA
"1021 EDGEHILL AVE",37203,0,1,1,NA
"1021 S 6TH ST",37213,0,1,1,NA
"1022 4TH AVE S",37210,0,1,1,NA
"1023 NESBITT DR",37207,0,1,1,NA
"1023 SUGAR CREEK CIR",37214,0,1,1,NA
"1024 HICKORY HILL LN",37076,0,1,1,NA
"1024 PERCY WARNER BLVD",37205,0,1,1,NA
"1025 1ST AVE S",37210,0,1,1,NA
"1025 CAROLYN AVE",37216,0,1,1,NA
"1025 RAMBLING BROOK RD",37218,0,1,1,NA
"1025 VILLA PL",37212,0,1,1,NA
"1025 WATTS CIR",37209,0,1,1,NA
"1025 WESLEYVILLE ST",37217,0,1,1,NA
"1026 PRIM DR",37115,0,1,1,NA
"1027 42ND AVE N",37209,0,1,1,NA
"1027 FAIRWIN AVE",37216,0,1,1,NA
"1028 GALLATIN PIKE S",37115,0,1,1,NA
"1028 GENERAL GEORGE PATTON RD",37221,0,1,1,NA
"1029 17TH AVE S",37212,0,1,1,NA
"1029 43RD AVE N",37209,0,1,1,NA
"1029 N 6TH ST",37207,0,1,1,NA
"103 CHURCHILL CRSG",37115,0,1,1,NA
"103 DELLROSE DR",37214,0,1,1,NA
"103 PEGGY ST",37115,0,1,1,NA
"1031 MURFREESBORO PIKE",37217,0,1,1,NA
"1032 BEECH TREE LN",37219,0,1,1,NA
"1033 W GREENWOOD AVE",37206,0,1,1,NA
"1033 WESTCHESTER DR",37115,0,1,1,NA
"1035 E OLD HICKORY BLVD",37115,0,1,1,NA
"1035 HAROLD DR",37217,0,1,1,NA
"1035 W EASTLAND AVE",37206,0,1,1,NA
"1036 GRANADA AVE",37206,0,1,1,NA
"1036 MONROE ST",37208,0,1,1,NA
"1036 SHAWNEE TRCE",37115,0,1,1,NA
"1037 DR D B TODD JR BLVD",37208,0,1,1,NA
"1038 1ST AVE N",37201,0,1,1,NA
"1038 MURFREESBORO PKE",37217,0,1,1,NA
"1039 28TH AVE N",37209,0,1,1,NA
"1039 2ND AVE S",37210,0,1,1,NA
"1039 JEFFERSON ST",37208,0,1,1,NA
"1039 WESTCHESTER DR",37115,0,1,1,NA
"104 ALTA LOMA RD",37115,0,1,1,NA
"104 BABBS DR",37080,0,1,1,NA
"104 BAYLEE MIKA CT",37080,0,1,1,NA
"104 HICKERSON ST",37138,0,1,1,NA
"104 LEWIS ST",37210,0,1,1,NA
"104 MEREDITH AVE",37210,0,1,1,NA
"104 PORT HOPE CT",37013,0,1,1,NA
"104 SAFE HARBOR DR",37072,0,1,1,NA
"104 WILEY ST",37115,0,1,1,NA
"1041 28TH AVE N",37209,0,1,1,NA
"1041 COLO TRL",37013,0,1,1,NA
"1041 EDGEHILL AVE",37203,0,1,1,NA
"1041 JEFFERSON ST",37208,0,1,1,NA
"1042 17TH AVE N",37208,0,1,1,NA
"1043 HAROLD DR",37217,0,1,1,NA
"1044 ASHMORE DR",37211,0,1,1,NA
"1045 CHICAMAUGA AVE",37206,0,1,1,NA
"1045 HERITAGE DR",37115,0,1,1,NA
"1045 MALLOW DR",37115,0,1,1,NA
"1048 TULIP GROVE RD",37076,0,1,1,NA
"1048 ZOPHI ST",37216,0,1,1,NA
"1049 SHIRE DR",37013,0,1,1,NA
"105 1ST AVE S",37201,0,1,1,NA
"105 3RD AVE N",37219,0,1,1,NA
"105 HART LN",37207,0,1,1,NA
"105 HAYNES PARK CT",37218,0,1,1,NA
"105 HEATHCOTE CT",37072,0,1,1,NA
"105 LAKESIDE CT",37076,0,1,1,NA
"105 LYNN LEE DR",37138,0,1,1,NA
"105 MCARTHUR DR",37138,0,1,1,NA
"105 MOLLOY ST",37201,0,1,1,NA
"105 MUSIC CITY CIR",37214,0,1,1,NA
"105 NEWELL AVE",37138,0,1,1,NA
"105 OAK VALLEY DR",37207,21,22,1,5
"105 OLD TRAIL CT",37207,0,1,1,NA
"105 PLUM NELLY CIR",37027,0,1,1,NA
"105 S GRAYCROFT AVE",37115,0,1,1,NA
"105 TIMBERLAKE CIR",37013,0,1,1,NA
"105 VISTA PL",37207,0,1,1,NA
"1052 HICKORY HOLLOW RD",37221,0,1,1,NA
"1056 HAMILTON CROSSING SQ",37013,0,1,1,NA
"1056 NUNNERY LN",37221,0,1,1,NA
"1057 EDGEHILL AVE",37203,0,1,1,NA
"1057 LISCHEY PL",37207,0,1,1,NA
"1059 MURFREESBORO PIKE",37204,0,1,1,NA
"106 3RD AVE N",37201,0,1,1,NA
"106 BURNING TREE DR",37076,0,1,1,NA
"106 FIELDS DR",37138,0,1,1,NA
"106 GALLATIN PKE N",37115,0,1,1,NA
"106 HIGHLAND TRACE CV",37207,0,1,1,NA
"1062 DUE WEST AVE N",37115,0,1,1,NA
"1063 N DUPONT AVE",37115,0,1,1,NA
"1065 GARLAND HOLLOW RD",37209,0,1,1,NA
"1068 DUE WEST AVE N",37115,0,1,1,NA
"107 ACKLEN PARK DR",37203,0,1,1,NA
"107 BARRY DR",37115,0,1,1,NA
"107 BRIXWORTH LN",37205,0,1,1,NA
"107 CHARLES E DAVIS BLVD",37210,2,3,1,50
"107 CLAIBORNE ST",37210,0,1,1,NA
"107 DORRIS AVE",37072,0,1,1,NA
"107 ELIZABETHS CT",37013,0,1,1,NA
"107 IRIS AVE",37138,0,1,1,NA
"107 LYNN LEE DR",37138,0,1,1,NA
"107 N 9TH ST",37207,0,1,1,NA
"107 RYBURN DR",37138,0,1,1,NA
"107 SHELBY ST",37138,0,1,1,NA
"107 WOODRUFF ST",37115,0,1,1,NA
"107 WYCHEWOOD CV",37115,0,1,1,NA
"1071 CAPITOL PT",37203,0,1,1,NA
"1071 FIRESTONE PKWY",37086,0,1,1,NA
"1071 GENERAL GEORGE PATTON RD",37221,0,1,1,NA
"1072 MURFREESBORO PIKE",37217,0,1,1,NA
"1076 NESBITT DR",37207,0,1,1,NA
"1078 CONE BLVD",37207,0,1,1,NA
"108 2ND ST",37138,0,1,1,NA
"108 CEDARMONT CIR",37211,0,1,1,NA
"108 CHESTNUT ST",37210,0,1,1,NA
"108 CLAIBORNE ST",37210,0,1,1,NA
"108 DONELSON PIKE",37214,0,1,1,NA
"108 HICKORY TRACE DR",37211,0,1,1,NA
"108 JAMES MILTON CT",37221,0,1,1,NA
"108 MONTCASTLE CT",37221,0,1,1,NA
"108 NELSON CT W",37115,0,1,1,NA
"108 NEWCASTLE CT",37072,0,1,1,NA
"108 SCOTTS CREEK CIR",37076,0,1,1,NA
"108 SHACKLETT LANE CT",37013,0,1,1,NA
"108 VANDIVER DR",37115,0,1,1,NA
"1080 MURFREESBORO PIKE",37217,0,1,1,NA
"1080 ZOPHI ST",37216,0,1,1,NA
"1081 HAROLD DR",37217,0,1,1,NA
"1085 HAROLD DR",37217,0,1,1,NA
"109 ELBERTA ST",37210,0,1,1,NA
"109 HILARY CT",37076,0,1,1,NA
"109 LAFAYETTE ST",37210,2,3,1,50
"109 MCCARTHY PARK LN",37207,0,1,1,NA
"109 SHACKLETT LANE CT",37013,0,1,1,NA
"109 TRELLIS WAY",37072,0,1,1,NA
"109 WILMINGTON ST",37138,0,1,1,NA
"1091 MURFREESBORO PIKE",37217,0,1,1,NA
"1092 MURFREESBORO PIKE",37217,0,1,1,NA
"1096 LADY NASHVILLE DR",37076,0,1,1,NA
"1096 MURFREESBORO PIKE",37217,0,1,1,NA
"10TH AVE N & BROADWAY",37203,0,1,1,NA
"10TH AVE N & JEFFERSON ST",37208,0,1,1,NA
"10TH AVE N / KELLOW ST",37208,0,1,1,NA
"10TH AVE S / BRADFORD AVE",37204,0,1,1,NA
"11 TRIMBLE ST",37210,0,1,1,NA
"110 19TH AVE N",37203,0,1,1,NA
"110 19TH AVE S",37203,0,1,1,NA
"110 COLEY DAVIS CT",37221,0,1,1,NA
"110 DUE WEST AVE E",37115,0,1,1,NA
"110 DUKE ST",37207,0,1,1,NA
"110 HABERSHAM CT",37072,0,1,1,NA
"110 HAYWOOD LN",37211,3,4,1,33
"110 HICKORY HOLLOW PL",37013,0,1,1,NA
"110 MCKINLEY ST",37115,0,1,1,NA
"110 MCMURRAY CIR",37211,0,1,1,NA
"110 NELSON CT W",37115,0,1,1,NA
"110 NORTHCREEK BLVD",37072,0,1,1,NA
"110 ONE MILE PKWY",37115,0,1,1,NA
"110 PAULA DR",37138,0,1,1,NA
"110 PLUM NELLY CIR",37027,0,1,1,NA
"110 TRANSIT AVE",37210,0,1,1,NA
"110 VILLAGE AT VANDERBILT",37212,0,1,1,NA
"110 VINE LN",37072,0,1,1,NA
"1100 16TH AVE S",37212,0,1,1,NA
"1100 STRATTON AVE",37206,0,1,1,NA
"1101 CHEYENNE CIR",37115,0,1,1,NA
"1101 EDGEHILL AVE",37203,6,7,1,17
"1101 HORTON AVE",37203,0,1,1,NA
"1101 KERMIT DR",37217,0,1,1,NA
"1101 LEBANON PIKE",37208,0,1,1,NA
"1101 PRESTON DR",37206,0,1,1,NA
"1101 WOODLAND ST",37206,1,2,1,100
"1102 KIRKLAND AVE",37216,0,1,1,NA
"1102 LITTON AVE",37216,0,1,1,NA
"1103 ARBOR LAKE BLVD",37076,0,1,1,NA
"1103 DEFORD BAILEY AVE",37203,0,1,1,NA
"1103 GLENVIEW DR",37206,0,1,1,NA
"1103 JACKSON DOWNS BLVD",37214,0,1,1,NA
"1103 N 2ND ST",37207,0,1,1,NA
"1103 RIVERWOOD DR",37216,0,1,1,NA
"1104 DIVISION ST",37203,0,1,1,NA
"1104 HARMONY WAY",37207,0,1,1,NA
"1104 HICKORY CLUB DR",37013,0,1,1,NA
"1104 JONES ST",37138,0,1,1,NA
"1104 MYATT BLVD",37115,0,1,1,NA
"1104 N 8TH ST",37207,0,1,1,NA
"1104 N GRAYCROFT AVE",37115,0,1,1,NA
"1104 SPRING PATH LN",37013,0,1,1,NA
"1105 GREENLAND AVE",37216,0,1,1,NA
"1105 RANSOM WAY",37217,0,1,1,NA
"1106 DODSON ST",37138,0,1,1,NA
"1106 ENCLAVE CIR",37211,0,1,1,NA
"1106 MERIDIAN ST",37207,0,1,1,NA
"1106 STRATTON AVE",37206,0,1,1,NA
"1107 DICKERSON PIKE",37207,0,1,1,NA
"1107 HICKORY CLUB DR",37013,0,1,1,NA
"1107 WAGGONER CT W",37214,0,1,1,NA
"1108 ALEXANDER CIR",37208,0,1,1,NA
"1108 ARBOR RIDGE DR",37013,0,1,1,NA
"1108 HICKORY CLUB DR",37013,0,1,1,NA
"1108 LENORE ST",37206,0,1,1,NA
"1108 LONGHUNTER LN",37217,0,1,1,NA
"1108 NORTHOAK DR",37211,0,1,1,NA
"1108 ORDWAY PL",37206,1,2,1,100
"1108 RICHARD LEE CIR",37076,0,1,1,NA
"1108 ROBINSON RD",37138,0,1,1,NA
"1108 WHITE MOUNTAIN LN",37013,0,1,1,NA
"1109 BATEY DR",37204,0,1,1,NA
"1109 BELL RD",37013,1,2,1,100
"1109 PAWNEE TRL",37115,0,1,1,NA
"1109 RIVERCHASE BLVD",37115,0,1,1,NA
"111 32ND AVE S",37212,0,1,1,NA
"111 BRIDGEWAY AVE",37138,0,1,1,NA
"111 CLAIBORNE ST",37210,0,1,1,NA
"111 DRAPER DR",37072,0,1,1,NA
"111 E OLD HICKORY BLVD",37115,0,1,1,NA
"111 GALLATIN PIKE N",37115,1,2,1,100
"111 LARCHMONT DR",37115,0,1,1,NA
"111 LEWIS ST",37210,0,1,1,NA
"111 MAPLE DR",37072,0,1,1,NA
"111 PEPPER RIDGE CIR",37013,0,1,1,NA
"111 VISTA PL",37207,0,1,1,NA
"111 WOODRUFF ST",37115,0,1,1,NA
"1110 19TH AVE S",37212,0,1,1,NA
"1110 33RD AVE N",NA,0,1,1,NA
"1110 ALEXANDER CIR",37208,0,1,1,NA
"1110 ARGYLE AVE",37203,0,1,1,NA
"1110 BELL RD",37013,5,6,1,20
"1110 MCGAVOCK PIKE",37216,0,1,1,NA
"1110 SHELTON AVE",37216,0,1,1,NA
"1111 BUCHANAN ST",37208,0,1,1,NA
"1111 CABANA DR",37214,0,1,1,NA
"1111 CEDAR POINTE PKWY",37013,0,1,1,NA
"1111 SPRING CREEK DR",37209,0,1,1,NA
"1112 FOWLER ST",37138,0,1,1,NA
"1112 SYCAMORE RD",37204,0,1,1,NA
"1113 GIBSON DR",37115,0,1,1,NA
"1113 SUGAR CREEK CIR",37214,0,1,1,NA
"1114 GRANADA AVE",37206,0,1,1,NA
"1116 11TH AVE N",37208,0,1,1,NA
"1116 BURLINGAME CT",37013,0,1,1,NA
"1116 N 7TH ST",37207,0,1,1,NA
"1116 SEBETHA CT",37013,0,1,1,NA
"1117 GREENLAND AVE",37216,0,1,1,NA
"1117 MCGAVOCK PKE",37216,0,1,1,NA
"1117 MERIDIAN ST",37207,0,1,1,NA
"1117 WEMBLEY DR",37076,0,1,1,NA
"1118 11TH AVE N",37208,0,1,1,NA
"1118 12TH AVE S",37203,0,1,1,NA
"1118 GALLATIN PIKE N",37115,0,1,1,NA
"1118 INGLEWOOD DR",37216,0,1,1,NA
"1118 NORTHOAK DR",37211,0,1,1,NA
"1119 LISCHEY AVE",37207,0,1,1,NA
"1119 MCALPINE AVE",37216,0,1,1,NA
"1119 TUCKAHOE DR",37207,0,1,1,NA
"112 BUCKINGHAM CT",37072,0,1,1,NA
"112 CEDARMONT CT",37211,0,1,1,NA
"112 COASTAL CT E",37217,0,1,1,NA
"112 DOGWOOD LN",37072,0,1,1,NA
"112 EDWARD VII AVE",37115,0,1,1,NA
"112 FITZGERALD DR",37214,0,1,1,NA
"112 GALLATIN PIKE S",37115,0,1,1,NA
"112 GLENMONT DR",37210,0,1,1,NA
"112 LIBERTY LN",37115,0,1,1,NA
"112 QUEEN ANNE DR",37115,4,5,1,25
"112 RIVERCHASE BLVD",37115,0,1,1,NA
"112 SOPHIE DR",37013,0,1,1,NA
"112 STEWARTS FERRY PIKE",37214,0,1,1,NA
"1120 BLUEWILLOW CT",37013,1,2,1,100
"1120 HITT LN",37072,0,1,1,NA
"1120 INGLEWOOD DR",37216,0,1,1,NA
"1121 CAHAL AVE",37206,0,1,1,NA
"1121 PALMER AVE",37115,0,1,1,NA
"1121 SUGAR CREEK CIR",37214,0,1,1,NA
"1122 BILTMORE DR",37204,0,1,1,NA
"1122 HICKORY CLUB DR",37013,0,1,1,NA
"1122 N 5TH ST",37207,0,1,1,NA
"1123 HORTON AVE",37203,0,1,1,NA
"1123 N 7TH ST",37207,0,1,1,NA
"1124 LEBANON PIKE",37210,0,1,1,NA
"1124 MENZLER RD",37210,0,1,1,NA
"1124 SEVEN POINTS PASS",37076,0,1,1,NA
"1125 10TH AVE N",37208,0,1,1,NA
"1125 MURFREESBORO PIKE",37217,0,1,1,NA
"1127 DEFORD BAILEY AVE",37203,0,1,1,NA
"113 BEAR TRAK",37221,0,1,1,NA
"113 DOGWOOD LN",37072,0,1,1,NA
"113 S GRAYCROFT AVE",37115,0,1,1,NA
"113 STAR BLVD",37115,0,1,1,NA
"113 VALERIA ST",37210,0,1,1,NA
"1130 GALLATIN PIKE S",37115,0,1,1,NA
"1130 GREENLAND AVE",37216,0,1,1,NA
"1131 BUBBLING WELL RD",37115,0,1,1,NA
"1131 DEFORD BAILEY AVE",37203,0,1,1,NA
"1132 ANTIOCH PIKE",37211,0,1,1,NA
"1133 DEFORD BAILEY AVE",37203,0,1,1,NA
"1133 NEELYS BEND RD",37115,0,1,1,NA
"1133 NELSON DR",37115,0,1,1,NA
"1134 GALLATIN PIKE S",37115,0,1,1,NA
"1135 DARBYTOWN DR",37207,0,1,1,NA
"1137 FREWIN ST",37135,0,1,1,NA
"1137 HORTON AVE",37203,0,1,1,NA
"1137 NELSON DR",37115,0,1,1,NA
"114 12TH AVE N",37203,0,1,1,NA
"114 29TH AVE N",37203,0,1,1,NA
"114 2ND AVE N",37201,0,1,1,NA
"114 2ND AVE S",37201,1,2,1,100
"114 8TH AVE S",37203,0,1,1,NA
"114 ANTHONY ST",37138,0,1,1,NA
"114 BECKER AVE",37138,0,1,1,NA
"114 DONELSONWOOD DR",37214,0,1,1,NA
"114 E OLD HICKORY BLVD",37115,0,1,1,NA
"114 FORREST VALLEY CT",37209,0,1,1,NA
"114 HICKORY TRACE DR",37211,0,1,1,NA
"114 LOUISE AVE",37203,0,1,1,NA
"114 NASHBORO GRNS",37217,0,1,1,NA
"114 SARVER AVE",37115,0,1,1,NA
"114 TWO RIVERS CT",37214,0,1,1,NA
"1141 DEFORD BAILEY AVE",37203,0,1,1,NA
"1143 DEFORD BAILEY AVE",37203,0,1,1,NA
"1147 GRANNY WHITE CT",37204,0,1,1,NA
"1147 HARMONY WAY",37207,0,1,1,NA
"1149 DICKERSON PIKE S",37072,0,1,1,NA
"115 27TH AVE N",37203,0,1,1,NA
"115 EDENWOLD RD",37115,0,1,1,NA
"115 HICKORY HOLLOW PL",37013,0,1,1,NA
"115 LEONARD AVE",37205,0,1,1,NA
"115 W WEBSTER ST",37115,0,1,1,NA
"1150 ANTIOCH PIKE",37211,0,1,1,NA
"1150 DICKERSON PIKE S",37072,0,1,1,NA
"1151 HORTON AVE",37203,0,1,1,NA
"1158 SEWANEE RD",37220,0,1,1,NA
"116 ARCHWOOD PL",37115,0,1,1,NA
"116 DRAKE ST",37072,0,1,1,NA
"116 FAIRFIELD AVE",37210,0,1,1,NA
"116 HARRINGTON AVE",37115,0,1,1,NA
"116 MCKINLEY ST",37115,0,1,1,NA
"116 MORTON MILL CIR",37221,0,1,1,NA
"116 NEWELL AVE",37138,0,1,1,NA
"116 W MILL DR",37209,0,1,1,NA
"1161 OLD HICKORY BLVD",37207,0,1,1,NA
"1162 ANTIOCH PIKE",37211,0,1,1,NA
"1163 DEFORD BAILEY AVE",37203,0,1,1,NA
"1164 SHAWNEE TRCE",37115,0,1,1,NA
"1167 OLD HICKORY BLVD",37207,0,1,1,NA
"117 2ND AVE N",37201,0,1,1,NA
"117 30TH AVE N",37203,0,1,1,NA
"117 EWING DR",37207,0,1,1,NA
"117 LANE WOOD CT",37211,0,1,1,NA
"117 LARKIN SPRINGS RD",37115,0,1,1,NA
"117 N TIMBER DR",37214,0,1,1,NA
"117 UNION ST",37201,1,2,1,100
"117 UNIVERSITY CT",37210,0,1,1,NA
"1172 BRITTANY PARK LN",37013,0,1,1,NA
"118 7TH AVE N",37203,0,1,1,NA
"118 EMMITT AVE",37115,15,16,1,7
"118 FAIN ST",37210,0,1,1,NA
"118 HART LN",37207,0,1,1,NA
"118 QUEEN ANNE DR",37115,0,1,1,NA
"1182 SIOUX TER",37115,0,1,1,NA
"1188 CINDER RD",37138,0,1,1,NA
"1189 MURFREESBORO PIKE",37217,0,1,1,NA
"119 2ND AVE S",37201,0,1,1,NA
"119 MADISON STATION BLVD",37115,0,1,1,NA
"119 RHINE DR",37115,0,1,1,NA
"119 UNIVERSITY CT",37210,0,1,1,NA
"1195 OTTER CREEK RD",37027,0,1,1,NA
"11TH AVE N / BUCHANAN ST",37208,0,1,1,NA
"11TH AVE N / CHURCH ST",37203,0,1,1,NA
"11TH AVE N / WHELESS ST",37208,0,1,1,NA
"11TH AVE S / PINE ST",37203,0,1,1,NA
"12 EAST THOMPSON LN",37210,2,3,1,50
"12 GREEN ST",37210,0,1,1,NA
"120 3RD AVE S",37201,3,4,1,33
"120 CHARLES E DAVIS BLVD",37210,0,1,1,NA
"120 DELLWAY VILLA RD",37207,0,1,1,NA
"120 GALLATIN PIKE S",37115,0,1,1,NA
"120 HARRINGTON AVE",37115,1,2,1,100
"120 MERIDIAN CT",37207,0,1,1,NA
"120 RAYON DR",37138,0,1,1,NA
"120 REP JOHN LEWIS WAY S",37203,0,1,1,NA
"120 S 10TH ST",37206,0,1,1,NA
"120 S CARTWRIGHT CT",37072,2,3,1,50
"120 WELWORTH ST",37115,0,1,1,NA
"1200 11TH AVE S",37203,0,1,1,NA
"1200 2ND AVE S",37210,1,2,1,100
"1200 5TH AVE N",37208,0,1,1,NA
"1200 BROADWAY",37203,1,2,1,100
"1200 CHESTER AVE",37206,0,1,1,NA
"1200 DALEMERE DR",37207,0,1,1,NA
"1200 DONELSON AV",37138,0,1,1,NA
"1200 E OLD HICKORY BLVD",37115,3,4,1,33
"1200 FORREST PARK DR",37205,0,1,1,NA
"1200 FULLER ST",37138,0,1,1,NA
"1200 ROSA L PARKS BLVD",37208,0,1,1,NA
"1200 SCHRADER ACRES DR",37208,0,1,1,NA
"1200 SPRINGWOOD DR",37138,0,1,1,NA
"1201 ARBOR KNOLL BLVD",37013,0,1,1,NA
"1201 AVONDALE CIR",37207,0,1,1,NA
"1201 CHESTER AVE",37206,0,1,1,NA
"1202 DAVELLA DR",37207,0,1,1,NA
"1203 HICKORY HIGHLANDS DR",37013,0,1,1,NA
"1204 14TH AVE S",37212,0,1,1,NA
"1204 ARBOR LAKE BLVD",37076,0,1,1,NA
"1204 ARBOR RIDGE DR",37013,0,1,1,NA
"1204 DEMPSEY DR",37217,0,1,1,NA
"1204 LONGHUNTER LN",37217,0,1,1,NA
"1204 MCGAVOCK PIKE",37216,0,1,1,NA
"1204 TIMBER VALLEY DR",37214,0,1,1,NA
"1204 W H DAVIS DR",37208,0,1,1,NA
"1205 BRENTRIDGE DR",37013,0,1,1,NA
"1205 PHILLIPS ST",37208,0,1,1,NA
"1206 WOODLAND ST",37206,0,1,1,NA
"1207 12TH AVE S",37212,0,1,1,NA
"1207 HEIMAN ST",37208,0,1,1,NA
"1207 KATIE AVE",37216,0,1,1,NA
"1208 MERIDIAN ST",37207,0,1,1,NA
"1208 MURFREESBORO PIKE",37217,0,1,1,NA
"1208 SPRINGWOOD DR",37076,0,1,1,NA
"1209 BRYAN ST",37138,0,1,1,NA
"1209 PLACID CT",37013,0,1,1,NA
"1209 SYCAMORE RD",37204,0,1,1,NA
"121 12TH AVE N",37203,0,1,1,NA
"121 BRIXWORTH LN",37205,0,1,1,NA
"121 CHEROKEE CT",37211,0,1,1,NA
"121 DELLWAY VILLA RD",37207,0,1,1,NA
"121 DUELER DR",37076,0,1,1,NA
"121 MERIDIAN CT",37207,1,2,1,100
"121 OCEOLA AVE",37209,0,1,1,NA
"121 OPRY MILLS DR",37214,0,1,1,NA
"121 SCENIC VIEW RD",37138,0,1,1,NA
"1210 2ND AVE N",37208,0,1,1,NA
"1210 BUBBLING WELL RD",37115,0,1,1,NA
"1210 GALLATIN PIKE N",37115,0,1,1,NA
"1210 GALLATIN PIKE S",37115,0,1,1,NA
"1211 56TH AVE N",37209,0,1,1,NA
"1211 AVONDALE CIR",37207,0,1,1,NA
"1211 BRICK CHURCH PIKE",37207,0,1,1,NA
"1211 KATIE AVE",37207,0,1,1,NA
"1211 MEDICAL CENTER DR",37212,0,1,1,NA
"1212 11TH AVE S",37232,0,1,1,NA
"1212 ARBOR RIDGE DR",37013,0,1,1,NA
"1212 CHICKADEE CIR",37076,0,1,1,NA
"1212 DEMONBREUN ST",37203,0,1,1,NA
"1212 RUGBY DR",37207,0,1,1,NA
"1212 SYCAMORE RD",37204,0,1,1,NA
"1212 TREMONT ST",37212,0,1,1,NA
"1212 TULIP GROVE RD",37076,0,1,1,NA
"1213 MCGAVOCK ST",37203,0,1,1,NA
"1213 SHIRE DR",37013,0,1,1,NA
"1214 TUCKAHOE DR",37207,0,1,1,NA
"1215 GALLATIN PIKE S",37115,0,1,1,NA
"1215 MARY HELEN DR",37215,0,1,1,NA
"1216 12TH AVE S",37203,0,1,1,NA
"1216 4TH AVE N",37208,0,1,1,NA
"1216 BELLSHIRE TERRACE DR",37207,0,1,1,NA
"1216 BUBBLING WELL RD",37115,2,3,1,50
"1217 HICKORY HIGHLANDS DR",37013,0,1,1,NA
"1217 SHAWNEE RD",37115,0,1,1,NA
"122 31ST AVE N",37203,0,1,1,NA
"122 DENISE DR",37013,0,1,1,NA
"122 HARDAWAY DR",37072,0,1,1,NA
"122 LIBERTY LN  #210",37115,0,1,1,NA
"122 STAR BLVD",37115,0,1,1,NA
"1220 12TH AVE S",37203,0,1,1,NA
"1220 17TH AVE S",37212,0,1,1,NA
"1220 CURRAN CT",37013,0,1,1,NA
"1220 MASSMAN DR",37217,0,1,1,NA
"1222 14TH AVE S",37212,0,1,1,NA
"1222 DEMONBREUN ST",37203,0,1,1,NA
"1222 LONDON BRIDGE RD",37115,1,2,1,100
"1222 SUNNYMEADE DR",37216,0,1,1,NA
"12230 OLD HICKORY BLVD",37076,0,1,1,NA
"12231 OLD HICKORY BLVD",37076,0,1,1,NA
"1224 2ND AVE N",37208,0,1,1,NA
"1224 CURREY RD",37217,0,1,1,NA
"1224 FOSTER PL",37207,0,1,1,NA
"1224 GALLATIN AVE",37206,0,1,1,NA
"1224 MASSMAN DR",37217,0,1,1,NA
"1225 DICKERSON PIKE S",37072,0,1,1,NA
"1225 MARTIN ST",37203,0,1,1,NA
"1225 MERIDIAN ST",37207,0,1,1,NA
"1225 SHELTON AVE",37216,0,1,1,NA
"1226 CAMPBELL RD",37072,0,1,1,NA
"1226 TULIP GROVE RD",37076,0,1,1,NA
"1227 HOWARD AVE",37216,0,1,1,NA
"1229 HERMITAGE PARK DR",37076,0,1,1,NA
"1229 JOSEPH AVE",37207,0,1,1,NA
"123 30TH AVE N",37203,0,1,1,NA
"123 BELGIUM CT",37076,0,1,1,NA
"123 EWING DR",37207,3,4,1,33
"123 MAPLE ST",37115,0,1,1,NA
"123 PLUS PARK BLVD",37217,0,1,1,NA
"123 RAY AVE",37138,0,1,1,NA
"123 RIFLE RANGE RD",37138,0,1,1,NA
"1230 FOSTER AVE",37210,0,1,1,NA
"1231 6TH AVE N",37208,0,1,1,NA
"1232 BRIARVILLE RD",37115,0,1,1,NA
"1232 NEELYS BEND RD",37115,0,1,1,NA
"1233 11TH AVE S",37203,0,1,1,NA
"1233 ANTIOCH PIKE",37211,0,1,1,NA
"1233 CLAY ST",37208,0,1,1,NA
"1233 RIVERBROOK DR",37076,0,1,1,NA
"1235 LEWIS ST",37210,0,1,1,NA
"1236 HILLWOOD PRIVATE CV",37205,0,1,1,NA
"1236 NORTHGATE BUSINESS PKWY",37115,0,1,1,NA
"1236 W H DAVIS DR",37208,0,1,1,NA
"1237 MCGAVOCK PIKE",37216,0,1,1,NA
"1238 11TH AVE S",37203,0,1,1,NA
"1238 12TH AVE S",37203,0,1,1,NA
"124 CANTON CT",37072,0,1,1,NA
"124 CUDE LN",37115,0,1,1,NA
